Notes,State,State Code,Mother's Education,Mother's Education Code,Year,Year Code,Births
NA,Alabama,01,0 -  8 years,19176,1995,1995,2462
NA,Alabama,01,0 -  8 years,19176,1996,1996,2427
NA,Alabama,01,0 -  8 years,19176,1997,1997,2241
NA,Alabama,01,0 -  8 years,19176,1998,1998,2268
NA,Alabama,01,0 -  8 years,19176,1999,1999,2199
NA,Alabama,01,0 -  8 years,19176,2000,2000,2285
NA,Alabama,01,0 -  8 years,19176,2001,2001,2333
NA,Alabama,01,0 -  8 years,19176,2002,2002,2438
NA,Alabama,01,9 - 11 years,19177,1995,1995,11950
NA,Alabama,01,9 - 11 years,19177,1996,1996,11980
NA,Alabama,01,9 - 11 years,19177,1997,1997,12030
NA,Alabama,01,9 - 11 years,19177,1998,1998,12159
NA,Alabama,01,9 - 11 years,19177,1999,1999,11890
NA,Alabama,01,9 - 11 years,19177,2000,2000,12197
NA,Alabama,01,9 - 11 years,19177,2001,2001,11306
NA,Alabama,01,9 - 11 years,19177,2002,2002,10850
NA,Alabama,01,12 years,19178,1995,1995,20924
NA,Alabama,01,12 years,19178,1996,1996,20518
NA,Alabama,01,12 years,19178,1997,1997,20350
NA,Alabama,01,12 years,19178,1998,1998,20520
NA,Alabama,01,12 years,19178,1999,1999,20308
NA,Alabama,01,12 years,19178,2000,2000,20696
NA,Alabama,01,12 years,19178,2001,2001,19708
NA,Alabama,01,12 years,19178,2002,2002,18660
NA,Alabama,01,13 - 15 years,19179,1995,1995,14002
NA,Alabama,01,13 - 15 years,19179,1996,1996,14183
NA,Alabama,01,13 - 15 years,19179,1997,1997,14502
NA,Alabama,01,13 - 15 years,19179,1998,1998,15218
NA,Alabama,01,13 - 15 years,19179,1999,1999,15184
NA,Alabama,01,13 - 15 years,19179,2000,2000,15322
NA,Alabama,01,13 - 15 years,19179,2001,2001,14547
NA,Alabama,01,13 - 15 years,19179,2002,2002,14273
NA,Alabama,01,16 years and over,16+,1995,1995,10687
NA,Alabama,01,16 years and over,16+,1996,1996,11129
NA,Alabama,01,16 years and over,16+,1997,1997,11548
NA,Alabama,01,16 years and over,16+,1998,1998,11731
NA,Alabama,01,16 years and over,16+,1999,1999,12352
NA,Alabama,01,16 years and over,16+,2000,2000,12628
NA,Alabama,01,16 years and over,16+,2001,2001,12431
NA,Alabama,01,16 years and over,16+,2002,2002,12622
NA,Alabama,01,Not stated/Not on certificate,NR,1995,1995,304
NA,Alabama,01,Not stated/Not on certificate,NR,1996,1996,251
NA,Alabama,01,Not stated/Not on certificate,NR,1997,1997,243
NA,Alabama,01,Not stated/Not on certificate,NR,1998,1998,178
NA,Alabama,01,Not stated/Not on certificate,NR,1999,1999,189
NA,Alabama,01,Not stated/Not on certificate,NR,2000,2000,171
NA,Alabama,01,Not stated/Not on certificate,NR,2001,2001,129
NA,Alabama,01,Not stated/Not on certificate,NR,2002,2002,124
NA,Alaska,02,0 -  8 years,19176,1995,1995,167
NA,Alaska,02,0 -  8 years,19176,1996,1996,193
NA,Alaska,02,0 -  8 years,19176,1997,1997,150
NA,Alaska,02,0 -  8 years,19176,1998,1998,145
NA,Alaska,02,0 -  8 years,19176,1999,1999,176
NA,Alaska,02,0 -  8 years,19176,2000,2000,135
NA,Alaska,02,0 -  8 years,19176,2001,2001,188
NA,Alaska,02,0 -  8 years,19176,2002,2002,156
NA,Alaska,02,9 - 11 years,19177,1995,1995,1179
NA,Alaska,02,9 - 11 years,19177,1996,1996,1184
NA,Alaska,02,9 - 11 years,19177,1997,1997,1253
NA,Alaska,02,9 - 11 years,19177,1998,1998,1143
NA,Alaska,02,9 - 11 years,19177,1999,1999,1148
NA,Alaska,02,9 - 11 years,19177,2000,2000,1207
NA,Alaska,02,9 - 11 years,19177,2001,2001,1123
NA,Alaska,02,9 - 11 years,19177,2002,2002,1213
NA,Alaska,02,12 years,19178,1995,1995,4206
NA,Alaska,02,12 years,19178,1996,1996,4247
NA,Alaska,02,12 years,19178,1997,1997,4150
NA,Alaska,02,12 years,19178,1998,1998,4170
NA,Alaska,02,12 years,19178,1999,1999,4212
NA,Alaska,02,12 years,19178,2000,2000,4192
NA,Alaska,02,12 years,19178,2001,2001,4340
NA,Alaska,02,12 years,19178,2002,2002,4120
NA,Alaska,02,13 - 15 years,19179,1995,1995,2599
NA,Alaska,02,13 - 15 years,19179,1996,1996,2514
NA,Alaska,02,13 - 15 years,19179,1997,1997,2632
NA,Alaska,02,13 - 15 years,19179,1998,1998,2533
NA,Alaska,02,13 - 15 years,19179,1999,1999,2586
NA,Alaska,02,13 - 15 years,19179,2000,2000,2648
NA,Alaska,02,13 - 15 years,19179,2001,2001,2596
NA,Alaska,02,13 - 15 years,19179,2002,2002,2484
NA,Alaska,02,16 years and over,16+,1995,1995,1880
NA,Alaska,02,16 years and over,16+,1996,1996,1769
NA,Alaska,02,16 years and over,16+,1997,1997,1664
NA,Alaska,02,16 years and over,16+,1998,1998,1737
NA,Alaska,02,16 years and over,16+,1999,1999,1612
NA,Alaska,02,16 years and over,16+,2000,2000,1488
NA,Alaska,02,16 years and over,16+,2001,2001,1418
NA,Alaska,02,16 years and over,16+,2002,2002,1491
NA,Alaska,02,Not stated/Not on certificate,NR,1995,1995,213
NA,Alaska,02,Not stated/Not on certificate,NR,1996,1996,130
NA,Alaska,02,Not stated/Not on certificate,NR,1997,1997,98
NA,Alaska,02,Not stated/Not on certificate,NR,1998,1998,198
NA,Alaska,02,Not stated/Not on certificate,NR,1999,1999,216
NA,Alaska,02,Not stated/Not on certificate,NR,2000,2000,304
NA,Alaska,02,Not stated/Not on certificate,NR,2001,2001,338
NA,Alaska,02,Not stated/Not on certificate,NR,2002,2002,474
NA,Arizona,04,0 -  8 years,19176,1995,1995,6414
NA,Arizona,04,0 -  8 years,19176,1996,1996,6987
NA,Arizona,04,0 -  8 years,19176,1997,1997,6811
NA,Arizona,04,0 -  8 years,19176,1998,1998,6891
NA,Arizona,04,0 -  8 years,19176,1999,1999,7280
NA,Arizona,04,0 -  8 years,19176,2000,2000,7875
NA,Arizona,04,0 -  8 years,19176,2001,2001,7966
NA,Arizona,04,0 -  8 years,19176,2002,2002,7959
NA,Arizona,04,9 - 11 years,19177,1995,1995,14202
NA,Arizona,04,9 - 11 years,19177,1996,1996,14874
NA,Arizona,04,9 - 11 years,19177,1997,1997,14933
NA,Arizona,04,9 - 11 years,19177,1998,1998,15733
NA,Arizona,04,9 - 11 years,19177,1999,1999,16513
NA,Arizona,04,9 - 11 years,19177,2000,2000,17815
NA,Arizona,04,9 - 11 years,19177,2001,2001,17728
NA,Arizona,04,9 - 11 years,19177,2002,2002,18078
NA,Arizona,04,12 years,19178,1995,1995,22975
NA,Arizona,04,12 years,19178,1996,1996,23725
NA,Arizona,04,12 years,19178,1997,1997,23148
NA,Arizona,04,12 years,19178,1998,1998,23577
NA,Arizona,04,12 years,19178,1999,1999,23703
NA,Arizona,04,12 years,19178,2000,2000,24620
NA,Arizona,04,12 years,19178,2001,2001,24607
NA,Arizona,04,12 years,19178,2002,2002,25899
NA,Arizona,04,13 - 15 years,19179,1995,1995,15618
NA,Arizona,04,13 - 15 years,19179,1996,1996,16678
NA,Arizona,04,13 - 15 years,19179,1997,1997,16850
NA,Arizona,04,13 - 15 years,19179,1998,1998,17322
NA,Arizona,04,13 - 15 years,19179,1999,1999,17770
NA,Arizona,04,13 - 15 years,19179,2000,2000,18092
NA,Arizona,04,13 - 15 years,19179,2001,2001,17907
NA,Arizona,04,13 - 15 years,19179,2002,2002,18047
NA,Arizona,04,16 years and over,16+,1995,1995,11350
NA,Arizona,04,16 years and over,16+,1996,1996,11803
NA,Arizona,04,16 years and over,16+,1997,1997,12387
NA,Arizona,04,16 years and over,16+,1998,1998,13149
NA,Arizona,04,16 years and over,16+,1999,1999,13960
NA,Arizona,04,16 years and over,16+,2000,2000,14938
NA,Arizona,04,16 years and over,16+,2001,2001,15410
NA,Arizona,04,16 years and over,16+,2002,2002,16102
NA,Arizona,04,Not stated/Not on certificate,NR,1995,1995,1904
NA,Arizona,04,Not stated/Not on certificate,NR,1996,1996,1255
NA,Arizona,04,Not stated/Not on certificate,NR,1997,1997,1570
NA,Arizona,04,Not stated/Not on certificate,NR,1998,1998,1571
NA,Arizona,04,Not stated/Not on certificate,NR,1999,1999,1919
NA,Arizona,04,Not stated/Not on certificate,NR,2000,2000,1933
NA,Arizona,04,Not stated/Not on certificate,NR,2001,2001,1979
NA,Arizona,04,Not stated/Not on certificate,NR,2002,2002,1752
NA,Arkansas,05,0 -  8 years,19176,1995,1995,1410
NA,Arkansas,05,0 -  8 years,19176,1996,1996,1469
NA,Arkansas,05,0 -  8 years,19176,1997,1997,1564
NA,Arkansas,05,0 -  8 years,19176,1998,1998,1552
NA,Arkansas,05,0 -  8 years,19176,1999,1999,1529
NA,Arkansas,05,0 -  8 years,19176,2000,2000,1672
NA,Arkansas,05,0 -  8 years,19176,2001,2001,1632
NA,Arkansas,05,0 -  8 years,19176,2002,2002,1776
NA,Arkansas,05,9 - 11 years,19177,1995,1995,6755
NA,Arkansas,05,9 - 11 years,19177,1996,1996,6788
NA,Arkansas,05,9 - 11 years,19177,1997,1997,6751
NA,Arkansas,05,9 - 11 years,19177,1998,1998,6794
NA,Arkansas,05,9 - 11 years,19177,1999,1999,6714
NA,Arkansas,05,9 - 11 years,19177,2000,2000,6923
NA,Arkansas,05,9 - 11 years,19177,2001,2001,6510
NA,Arkansas,05,9 - 11 years,19177,2002,2002,6526
NA,Arkansas,05,12 years,19178,1995,1995,14251
NA,Arkansas,05,12 years,19178,1996,1996,14977
NA,Arkansas,05,12 years,19178,1997,1997,14710
NA,Arkansas,05,12 years,19178,1998,1998,14750
NA,Arkansas,05,12 years,19178,1999,1999,14661
NA,Arkansas,05,12 years,19178,2000,2000,15096
NA,Arkansas,05,12 years,19178,2001,2001,14952
NA,Arkansas,05,12 years,19178,2002,2002,14948
NA,Arkansas,05,13 - 15 years,19179,1995,1995,7250
NA,Arkansas,05,13 - 15 years,19179,1996,1996,7322
NA,Arkansas,05,13 - 15 years,19179,1997,1997,7389
NA,Arkansas,05,13 - 15 years,19179,1998,1998,7685
NA,Arkansas,05,13 - 15 years,19179,1999,1999,7412
NA,Arkansas,05,13 - 15 years,19179,2000,2000,7643
NA,Arkansas,05,13 - 15 years,19179,2001,2001,7499
NA,Arkansas,05,13 - 15 years,19179,2002,2002,7268
NA,Arkansas,05,16 years and over,16+,1995,1995,5236
NA,Arkansas,05,16 years and over,16+,1996,1996,5465
NA,Arkansas,05,16 years and over,16+,1997,1997,5788
NA,Arkansas,05,16 years and over,16+,1998,1998,5770
NA,Arkansas,05,16 years and over,16+,1999,1999,6028
NA,Arkansas,05,16 years and over,16+,2000,2000,6287
NA,Arkansas,05,16 years and over,16+,2001,2001,6173
NA,Arkansas,05,16 years and over,16+,2002,2002,6585
NA,Arkansas,05,Not stated/Not on certificate,NR,1995,1995,273
NA,Arkansas,05,Not stated/Not on certificate,NR,1996,1996,350
NA,Arkansas,05,Not stated/Not on certificate,NR,1997,1997,276
NA,Arkansas,05,Not stated/Not on certificate,NR,1998,1998,314
NA,Arkansas,05,Not stated/Not on certificate,NR,1999,1999,385
NA,Arkansas,05,Not stated/Not on certificate,NR,2000,2000,162
NA,Arkansas,05,Not stated/Not on certificate,NR,2001,2001,244
NA,Arkansas,05,Not stated/Not on certificate,NR,2002,2002,334
NA,California,06,0 -  8 years,19176,1995,1995,81290
NA,California,06,0 -  8 years,19176,1996,1996,76323
NA,California,06,0 -  8 years,19176,1997,1997,69689
NA,California,06,0 -  8 years,19176,1998,1998,64271
NA,California,06,0 -  8 years,19176,1999,1999,62367
NA,California,06,0 -  8 years,19176,2000,2000,62902
NA,California,06,0 -  8 years,19176,2001,2001,61985
NA,California,06,0 -  8 years,19176,2002,2002,59529
NA,California,06,9 - 11 years,19177,1995,1995,104397
NA,California,06,9 - 11 years,19177,1996,1996,102178
NA,California,06,9 - 11 years,19177,1997,1997,97030
NA,California,06,9 - 11 years,19177,1998,1998,94641
NA,California,06,9 - 11 years,19177,1999,1999,92867
NA,California,06,9 - 11 years,19177,2000,2000,93093
NA,California,06,9 - 11 years,19177,2001,2001,92202
NA,California,06,9 - 11 years,19177,2002,2002,89757
NA,California,06,12 years,19178,1995,1995,161362
NA,California,06,12 years,19178,1996,1996,155997
NA,California,06,12 years,19178,1997,1997,151390
NA,California,06,12 years,19178,1998,1998,150825
NA,California,06,12 years,19178,1999,1999,149451
NA,California,06,12 years,19178,2000,2000,150872
NA,California,06,12 years,19178,2001,2001,148498
NA,California,06,12 years,19178,2002,2002,148113
NA,California,06,13 - 15 years,19179,1995,1995,106275
NA,California,06,13 - 15 years,19179,1996,1996,104118
NA,California,06,13 - 15 years,19179,1997,1997,102496
NA,California,06,13 - 15 years,19179,1998,1998,102504
NA,California,06,13 - 15 years,19179,1999,1999,101778
NA,California,06,13 - 15 years,19179,2000,2000,104631
NA,California,06,13 - 15 years,19179,2001,2001,101329
NA,California,06,13 - 15 years,19179,2002,2002,100722
NA,California,06,16 years and over,16+,1995,1995,93632
NA,California,06,16 years and over,16+,1996,1996,94374
NA,California,06,16 years and over,16+,1997,1997,97217
NA,California,06,16 years and over,16+,1998,1998,100380
NA,California,06,16 years and over,16+,1999,1999,104410
NA,California,06,16 years and over,16+,2000,2000,112763
NA,California,06,16 years and over,16+,2001,2001,115042
NA,California,06,16 years and over,16+,2002,2002,119768
NA,California,06,Not stated/Not on certificate,NR,1995,1995,5089
NA,California,06,Not stated/Not on certificate,NR,1996,1996,6443
NA,California,06,Not stated/Not on certificate,NR,1997,1997,7018
NA,California,06,Not stated/Not on certificate,NR,1998,1998,9040
NA,California,06,Not stated/Not on certificate,NR,1999,1999,7635
NA,California,06,Not stated/Not on certificate,NR,2000,2000,7698
NA,California,06,Not stated/Not on certificate,NR,2001,2001,8703
NA,California,06,Not stated/Not on certificate,NR,2002,2002,11468
NA,Colorado,08,0 -  8 years,19176,1995,1995,2367
NA,Colorado,08,0 -  8 years,19176,1996,1996,2600
NA,Colorado,08,0 -  8 years,19176,1997,1997,2646
NA,Colorado,08,0 -  8 years,19176,1998,1998,2809
NA,Colorado,08,0 -  8 years,19176,1999,1999,3394
NA,Colorado,08,0 -  8 years,19176,2000,2000,3829
NA,Colorado,08,0 -  8 years,19176,2001,2001,4395
NA,Colorado,08,0 -  8 years,19176,2002,2002,4540
NA,Colorado,08,9 - 11 years,19177,1995,1995,7347
NA,Colorado,08,9 - 11 years,19177,1996,1996,7700
NA,Colorado,08,9 - 11 years,19177,1997,1997,7929
NA,Colorado,08,9 - 11 years,19177,1998,1998,8568
NA,Colorado,08,9 - 11 years,19177,1999,1999,8938
NA,Colorado,08,9 - 11 years,19177,2000,2000,9666
NA,Colorado,08,9 - 11 years,19177,2001,2001,10104
NA,Colorado,08,9 - 11 years,19177,2002,2002,10704
NA,Colorado,08,12 years,19178,1995,1995,16764
NA,Colorado,08,12 years,19178,1996,1996,16782
NA,Colorado,08,12 years,19178,1997,1997,16515
NA,Colorado,08,12 years,19178,1998,1998,17438
NA,Colorado,08,12 years,19178,1999,1999,18168
NA,Colorado,08,12 years,19178,2000,2000,18408
NA,Colorado,08,12 years,19178,2001,2001,19067
NA,Colorado,08,12 years,19178,2002,2002,19210
NA,Colorado,08,13 - 15 years,19179,1995,1995,12642
NA,Colorado,08,13 - 15 years,19179,1996,1996,12666
NA,Colorado,08,13 - 15 years,19179,1997,1997,12715
NA,Colorado,08,13 - 15 years,19179,1998,1998,12925
NA,Colorado,08,13 - 15 years,19179,1999,1999,12976
NA,Colorado,08,13 - 15 years,19179,2000,2000,13152
NA,Colorado,08,13 - 15 years,19179,2001,2001,12812
NA,Colorado,08,13 - 15 years,19179,2002,2002,12875
NA,Colorado,08,16 years and over,16+,1995,1995,14460
NA,Colorado,08,16 years and over,16+,1996,1996,15460
NA,Colorado,08,16 years and over,16+,1997,1997,16040
NA,Colorado,08,16 years and over,16+,1998,1998,17027
NA,Colorado,08,16 years and over,16+,1999,1999,18061
NA,Colorado,08,16 years and over,16+,2000,2000,19527
NA,Colorado,08,16 years and over,16+,2001,2001,19924
NA,Colorado,08,16 years and over,16+,2002,2002,20526
NA,Colorado,08,Not stated/Not on certificate,NR,1995,1995,752
NA,Colorado,08,Not stated/Not on certificate,NR,1996,1996,599
NA,Colorado,08,Not stated/Not on certificate,NR,1997,1997,688
NA,Colorado,08,Not stated/Not on certificate,NR,1998,1998,810
NA,Colorado,08,Not stated/Not on certificate,NR,1999,1999,630
NA,Colorado,08,Not stated/Not on certificate,NR,2000,2000,856
NA,Colorado,08,Not stated/Not on certificate,NR,2001,2001,705
NA,Colorado,08,Not stated/Not on certificate,NR,2002,2002,563
NA,Connecticut,09,0 -  8 years,19176,1995,1995,808
NA,Connecticut,09,0 -  8 years,19176,1996,1996,772
NA,Connecticut,09,0 -  8 years,19176,1997,1997,755
NA,Connecticut,09,0 -  8 years,19176,1998,1998,685
NA,Connecticut,09,0 -  8 years,19176,1999,1999,769
NA,Connecticut,09,0 -  8 years,19176,2000,2000,756
NA,Connecticut,09,0 -  8 years,19176,2001,2001,870
NA,Connecticut,09,0 -  8 years,19176,2002,2002,1008
NA,Connecticut,09,9 - 11 years,19177,1995,1995,3974
NA,Connecticut,09,9 - 11 years,19177,1996,1996,3875
NA,Connecticut,09,9 - 11 years,19177,1997,1997,3898
NA,Connecticut,09,9 - 11 years,19177,1998,1998,3884
NA,Connecticut,09,9 - 11 years,19177,1999,1999,3819
NA,Connecticut,09,9 - 11 years,19177,2000,2000,3756
NA,Connecticut,09,9 - 11 years,19177,2001,2001,3816
NA,Connecticut,09,9 - 11 years,19177,2002,2002,4154
NA,Connecticut,09,12 years,19178,1995,1995,13123
NA,Connecticut,09,12 years,19178,1996,1996,12764
NA,Connecticut,09,12 years,19178,1997,1997,12131
NA,Connecticut,09,12 years,19178,1998,1998,12357
NA,Connecticut,09,12 years,19178,1999,1999,11964
NA,Connecticut,09,12 years,19178,2000,2000,12187
NA,Connecticut,09,12 years,19178,2001,2001,11474
NA,Connecticut,09,12 years,19178,2002,2002,10642
NA,Connecticut,09,13 - 15 years,19179,1995,1995,9200
NA,Connecticut,09,13 - 15 years,19179,1996,1996,9262
NA,Connecticut,09,13 - 15 years,19179,1997,1997,9103
NA,Connecticut,09,13 - 15 years,19179,1998,1998,9388
NA,Connecticut,09,13 - 15 years,19179,1999,1999,8985
NA,Connecticut,09,13 - 15 years,19179,2000,2000,8938
NA,Connecticut,09,13 - 15 years,19179,2001,2001,9233
NA,Connecticut,09,13 - 15 years,19179,2002,2002,9387
NA,Connecticut,09,16 years and over,16+,1995,1995,14663
NA,Connecticut,09,16 years and over,16+,1996,1996,15336
NA,Connecticut,09,16 years and over,16+,1997,1997,15168
NA,Connecticut,09,16 years and over,16+,1998,1998,15788
NA,Connecticut,09,16 years and over,16+,1999,1999,16289
NA,Connecticut,09,16 years and over,16+,2000,2000,16412
NA,Connecticut,09,16 years and over,16+,2001,2001,16610
NA,Connecticut,09,16 years and over,16+,2002,2002,16462
NA,Connecticut,09,Not stated/Not on certificate,NR,1995,1995,2566
NA,Connecticut,09,Not stated/Not on certificate,NR,1996,1996,2460
NA,Connecticut,09,Not stated/Not on certificate,NR,1997,1997,2054
NA,Connecticut,09,Not stated/Not on certificate,NR,1998,1998,1718
NA,Connecticut,09,Not stated/Not on certificate,NR,1999,1999,1484
NA,Connecticut,09,Not stated/Not on certificate,NR,2000,2000,977
NA,Connecticut,09,Not stated/Not on certificate,NR,2001,2001,645
NA,Connecticut,09,Not stated/Not on certificate,NR,2002,2002,348
NA,Delaware,10,0 -  8 years,19176,1995,1995,436
NA,Delaware,10,0 -  8 years,19176,1996,1996,426
NA,Delaware,10,0 -  8 years,19176,1997,1997,435
NA,Delaware,10,0 -  8 years,19176,1998,1998,454
NA,Delaware,10,0 -  8 years,19176,1999,1999,509
NA,Delaware,10,0 -  8 years,19176,2000,2000,571
NA,Delaware,10,0 -  8 years,19176,2001,2001,571
NA,Delaware,10,0 -  8 years,19176,2002,2002,723
NA,Delaware,10,9 - 11 years,19177,1995,1995,1390
NA,Delaware,10,9 - 11 years,19177,1996,1996,1363
NA,Delaware,10,9 - 11 years,19177,1997,1997,1329
NA,Delaware,10,9 - 11 years,19177,1998,1998,1472
NA,Delaware,10,9 - 11 years,19177,1999,1999,1467
NA,Delaware,10,9 - 11 years,19177,2000,2000,1559
NA,Delaware,10,9 - 11 years,19177,2001,2001,1521
NA,Delaware,10,9 - 11 years,19177,2002,2002,1529
NA,Delaware,10,12 years,19178,1995,1995,3737
NA,Delaware,10,12 years,19178,1996,1996,3754
NA,Delaware,10,12 years,19178,1997,1997,3668
NA,Delaware,10,12 years,19178,1998,1998,3663
NA,Delaware,10,12 years,19178,1999,1999,3726
NA,Delaware,10,12 years,19178,2000,2000,3746
NA,Delaware,10,12 years,19178,2001,2001,3601
NA,Delaware,10,12 years,19178,2002,2002,3717
NA,Delaware,10,13 - 15 years,19179,1995,1995,2091
NA,Delaware,10,13 - 15 years,19179,1996,1996,2060
NA,Delaware,10,13 - 15 years,19179,1997,1997,2139
NA,Delaware,10,13 - 15 years,19179,1998,1998,2137
NA,Delaware,10,13 - 15 years,19179,1999,1999,2128
NA,Delaware,10,13 - 15 years,19179,2000,2000,2213
NA,Delaware,10,13 - 15 years,19179,2001,2001,2112
NA,Delaware,10,13 - 15 years,19179,2002,2002,1984
NA,Delaware,10,16 years and over,16+,1995,1995,2578
NA,Delaware,10,16 years and over,16+,1996,1996,2518
NA,Delaware,10,16 years and over,16+,1997,1997,2656
NA,Delaware,10,16 years and over,16+,1998,1998,2778
NA,Delaware,10,16 years and over,16+,1999,1999,2793
NA,Delaware,10,16 years and over,16+,2000,2000,2926
NA,Delaware,10,16 years and over,16+,2001,2001,2877
NA,Delaware,10,16 years and over,16+,2002,2002,3059
NA,Delaware,10,Not stated/Not on certificate,NR,1995,1995,34
NA,Delaware,10,Not stated/Not on certificate,NR,1996,1996,34
NA,Delaware,10,Not stated/Not on certificate,NR,1997,1997,26
NA,Delaware,10,Not stated/Not on certificate,NR,1998,1998,74
NA,Delaware,10,Not stated/Not on certificate,NR,1999,1999,53
NA,Delaware,10,Not stated/Not on certificate,NR,2000,2000,36
NA,Delaware,10,Not stated/Not on certificate,NR,2001,2001,67
NA,Delaware,10,Not stated/Not on certificate,NR,2002,2002,78
NA,District of Columbia,11,0 -  8 years,19176,1995,1995,578
NA,District of Columbia,11,0 -  8 years,19176,1996,1996,563
NA,District of Columbia,11,0 -  8 years,19176,1997,1997,474
NA,District of Columbia,11,0 -  8 years,19176,1998,1998,425
NA,District of Columbia,11,0 -  8 years,19176,1999,1999,397
NA,District of Columbia,11,0 -  8 years,19176,2000,2000,438
NA,District of Columbia,11,0 -  8 years,19176,2001,2001,411
NA,District of Columbia,11,0 -  8 years,19176,2002,2002,456
NA,District of Columbia,11,9 - 11 years,19177,1995,1995,1870
NA,District of Columbia,11,9 - 11 years,19177,1996,1996,1776
NA,District of Columbia,11,9 - 11 years,19177,1997,1997,1430
NA,District of Columbia,11,9 - 11 years,19177,1998,1998,1337
NA,District of Columbia,11,9 - 11 years,19177,1999,1999,1273
NA,District of Columbia,11,9 - 11 years,19177,2000,2000,1147
NA,District of Columbia,11,9 - 11 years,19177,2001,2001,1202
NA,District of Columbia,11,9 - 11 years,19177,2002,2002,1071
NA,District of Columbia,11,12 years,19178,1995,1995,3168
NA,District of Columbia,11,12 years,19178,1996,1996,2759
NA,District of Columbia,11,12 years,19178,1997,1997,2573
NA,District of Columbia,11,12 years,19178,1998,1998,2599
NA,District of Columbia,11,12 years,19178,1999,1999,2453
NA,District of Columbia,11,12 years,19178,2000,2000,2710
NA,District of Columbia,11,12 years,19178,2001,2001,2447
NA,District of Columbia,11,12 years,19178,2002,2002,2238
NA,District of Columbia,11,13 - 15 years,19179,1995,1995,1227
NA,District of Columbia,11,13 - 15 years,19179,1996,1996,1089
NA,District of Columbia,11,13 - 15 years,19179,1997,1997,1051
NA,District of Columbia,11,13 - 15 years,19179,1998,1998,985
NA,District of Columbia,11,13 - 15 years,19179,1999,1999,993
NA,District of Columbia,11,13 - 15 years,19179,2000,2000,1065
NA,District of Columbia,11,13 - 15 years,19179,2001,2001,950
NA,District of Columbia,11,13 - 15 years,19179,2002,2002,876
NA,District of Columbia,11,16 years and over,16+,1995,1995,1626
NA,District of Columbia,11,16 years and over,16+,1996,1996,1577
NA,District of Columbia,11,16 years and over,16+,1997,1997,1649
NA,District of Columbia,11,16 years and over,16+,1998,1998,1650
NA,District of Columbia,11,16 years and over,16+,1999,1999,1711
NA,District of Columbia,11,16 years and over,16+,2000,2000,1716
NA,District of Columbia,11,16 years and over,16+,2001,2001,2083
NA,District of Columbia,11,16 years and over,16+,2002,2002,2197
NA,District of Columbia,11,Not stated/Not on certificate,NR,1995,1995,545
NA,District of Columbia,11,Not stated/Not on certificate,NR,1996,1996,626
NA,District of Columbia,11,Not stated/Not on certificate,NR,1997,1997,750
NA,District of Columbia,11,Not stated/Not on certificate,NR,1998,1998,690
NA,District of Columbia,11,Not stated/Not on certificate,NR,1999,1999,695
NA,District of Columbia,11,Not stated/Not on certificate,NR,2000,2000,590
NA,District of Columbia,11,Not stated/Not on certificate,NR,2001,2001,532
NA,District of Columbia,11,Not stated/Not on certificate,NR,2002,2002,660
NA,Florida,12,0 -  8 years,19176,1995,1995,10026
NA,Florida,12,0 -  8 years,19176,1996,1996,9563
NA,Florida,12,0 -  8 years,19176,1997,1997,9157
NA,Florida,12,0 -  8 years,19176,1998,1998,9120
NA,Florida,12,0 -  8 years,19176,1999,1999,9159
NA,Florida,12,0 -  8 years,19176,2000,2000,9803
NA,Florida,12,0 -  8 years,19176,2001,2001,10464
NA,Florida,12,0 -  8 years,19176,2002,2002,10509
NA,Florida,12,9 - 11 years,19177,1995,1995,31966
NA,Florida,12,9 - 11 years,19177,1996,1996,31495
NA,Florida,12,9 - 11 years,19177,1997,1997,31910
NA,Florida,12,9 - 11 years,19177,1998,1998,32413
NA,Florida,12,9 - 11 years,19177,1999,1999,31670
NA,Florida,12,9 - 11 years,19177,2000,2000,32380
NA,Florida,12,9 - 11 years,19177,2001,2001,32183
NA,Florida,12,9 - 11 years,19177,2002,2002,30888
NA,Florida,12,12 years,19178,1995,1995,66847
NA,Florida,12,12 years,19178,1996,1996,66435
NA,Florida,12,12 years,19178,1997,1997,66772
NA,Florida,12,12 years,19178,1998,1998,67701
NA,Florida,12,12 years,19178,1999,1999,67115
NA,Florida,12,12 years,19178,2000,2000,69597
NA,Florida,12,12 years,19178,2001,2001,70010
NA,Florida,12,12 years,19178,2002,2002,69485
NA,Florida,12,13 - 15 years,19179,1995,1995,44630
NA,Florida,12,13 - 15 years,19179,1996,1996,45037
NA,Florida,12,13 - 15 years,19179,1997,1997,45684
NA,Florida,12,13 - 15 years,19179,1998,1998,45927
NA,Florida,12,13 - 15 years,19179,1999,1999,46099
NA,Florida,12,13 - 15 years,19179,2000,2000,47106
NA,Florida,12,13 - 15 years,19179,2001,2001,46476
NA,Florida,12,13 - 15 years,19179,2002,2002,45967
NA,Florida,12,16 years and over,16+,1995,1995,34595
NA,Florida,12,16 years and over,16+,1996,1996,36119
NA,Florida,12,16 years and over,16+,1997,1997,38147
NA,Florida,12,16 years and over,16+,1998,1998,39635
NA,Florida,12,16 years and over,16+,1999,1999,41877
NA,Florida,12,16 years and over,16+,2000,2000,44247
NA,Florida,12,16 years and over,16+,2001,2001,45288
NA,Florida,12,16 years and over,16+,2002,2002,47118
NA,Florida,12,Not stated/Not on certificate,NR,1995,1995,659
NA,Florida,12,Not stated/Not on certificate,NR,1996,1996,743
