Notes,State,State Code,Mother's Education,Mother's Education Code,Year,Year Code,Births
NA,Georgia,13,Not stated/Not on certificate,NR,2024,2024,623
NA,Georgia,13,Excluded,999,2007,2007,151137
NA,Hawaii,15,0 -  8 years,19176,2014,2014,195
NA,Hawaii,15,0 -  8 years,19176,2015,2015,170
NA,Hawaii,15,0 -  8 years,19176,2016,2016,157
NA,Hawaii,15,0 -  8 years,19176,2017,2017,149
NA,Hawaii,15,0 -  8 years,19176,2018,2018,137
NA,Hawaii,15,0 -  8 years,19176,2019,2019,137
NA,Hawaii,15,0 -  8 years,19176,2020,2020,116
NA,Hawaii,15,0 -  8 years,19176,2021,2021,102
NA,Hawaii,15,0 -  8 years,19176,2022,2022,119
NA,Hawaii,15,0 -  8 years,19176,2023,2023,109
NA,Hawaii,15,0 -  8 years,19176,2024,2024,104
NA,Hawaii,15,9 - 11 years,19177,2014,2014,3054
NA,Hawaii,15,9 - 11 years,19177,2015,2015,3095
NA,Hawaii,15,9 - 11 years,19177,2016,2016,2959
NA,Hawaii,15,9 - 11 years,19177,2017,2017,3044
NA,Hawaii,15,9 - 11 years,19177,2018,2018,2858
NA,Hawaii,15,9 - 11 years,19177,2019,2019,2863
NA,Hawaii,15,9 - 11 years,19177,2020,2020,2535
NA,Hawaii,15,9 - 11 years,19177,2021,2021,2354
NA,Hawaii,15,9 - 11 years,19177,2022,2022,2131
NA,Hawaii,15,9 - 11 years,19177,2023,2023,2432
NA,Hawaii,15,9 - 11 years,19177,2024,2024,1872
NA,Hawaii,15,12 years,19178,2014,2014,3570
NA,Hawaii,15,12 years,19178,2015,2015,3472
NA,Hawaii,15,12 years,19178,2016,2016,3457
NA,Hawaii,15,12 years,19178,2017,2017,3124
NA,Hawaii,15,12 years,19178,2018,2018,2907
NA,Hawaii,15,12 years,19178,2019,2019,2941
NA,Hawaii,15,12 years,19178,2020,2020,2797
NA,Hawaii,15,12 years,19178,2021,2021,2719
NA,Hawaii,15,12 years,19178,2022,2022,2861
NA,Hawaii,15,12 years,19178,2023,2023,2251
NA,Hawaii,15,12 years,19178,2024,2024,3040
NA,Hawaii,15,13 - 15 years,19179,2014,2014,3932
NA,Hawaii,15,13 - 15 years,19179,2015,2015,3612
NA,Hawaii,15,13 - 15 years,19179,2016,2016,3476
NA,Hawaii,15,13 - 15 years,19179,2017,2017,3392
NA,Hawaii,15,13 - 15 years,19179,2018,2018,3433
NA,Hawaii,15,13 - 15 years,19179,2019,2019,3518
NA,Hawaii,15,13 - 15 years,19179,2020,2020,3125
NA,Hawaii,15,13 - 15 years,19179,2021,2021,3000
NA,Hawaii,15,13 - 15 years,19179,2022,2022,3068
NA,Hawaii,15,13 - 15 years,19179,2023,2023,2925
NA,Hawaii,15,13 - 15 years,19179,2024,2024,2875
NA,Hawaii,15,13 - 15 years,19179,2014,2014,2189
NA,Hawaii,15,13 - 15 years,19179,2015,2015,2327
NA,Hawaii,15,13 - 15 years,19179,2016,2016,2298
NA,Hawaii,15,13 - 15 years,19179,2017,2017,2174
NA,Hawaii,15,13 - 15 years,19179,2018,2018,1976
NA,Hawaii,15,13 - 15 years,19179,2019,2019,1681
NA,Hawaii,15,13 - 15 years,19179,2020,2020,1622
NA,Hawaii,15,13 - 15 years,19179,2021,2021,1580
NA,Hawaii,15,13 - 15 years,19179,2022,2022,1625
NA,Hawaii,15,13 - 15 years,19179,2023,2023,1501
NA,Hawaii,15,13 - 15 years,19179,2024,2024,1459
NA,Hawaii,15,16 years and over,16+,2014,2014,3783
NA,Hawaii,15,16 years and over,16+,2015,2015,3914
NA,Hawaii,15,16 years and over,16+,2016,2016,3895
NA,Hawaii,15,16 years and over,16+,2017,2017,3800
NA,Hawaii,15,16 years and over,16+,2018,2018,3889
NA,Hawaii,15,16 years and over,16+,2019,2019,3803
NA,Hawaii,15,16 years and over,16+,2020,2020,3698
NA,Hawaii,15,16 years and over,16+,2021,2021,3744
NA,Hawaii,15,16 years and over,16+,2022,2022,3720
NA,Hawaii,15,16 years and over,16+,2023,2023,3630
NA,Hawaii,15,16 years and over,16+,2024,2024,3637
NA,Hawaii,15,16 years and over,16+,2014,2014,1488
NA,Hawaii,15,16 years and over,16+,2015,2015,1486
NA,Hawaii,15,16 years and over,16+,2016,2016,1498
NA,Hawaii,15,16 years and over,16+,2017,2017,1471
NA,Hawaii,15,16 years and over,16+,2018,2018,1407
NA,Hawaii,15,16 years and over,16+,2019,2019,1455
NA,Hawaii,15,16 years and over,16+,2020,2020,1388
NA,Hawaii,15,16 years and over,16+,2021,2021,1523
NA,Hawaii,15,16 years and over,16+,2022,2022,1486
NA,Hawaii,15,16 years and over,16+,2023,2023,1447
NA,Hawaii,15,16 years and over,16+,2024,2024,1409
NA,Hawaii,15,16 years and over,16+,2014,2014,226
NA,Hawaii,15,16 years and over,16+,2015,2015,241
NA,Hawaii,15,16 years and over,16+,2016,2016,216
NA,Hawaii,15,16 years and over,16+,2017,2017,249
NA,Hawaii,15,16 years and over,16+,2018,2018,248
NA,Hawaii,15,16 years and over,16+,2019,2019,246
NA,Hawaii,15,16 years and over,16+,2020,2020,245
NA,Hawaii,15,16 years and over,16+,2021,2021,296
NA,Hawaii,15,16 years and over,16+,2022,2022,304
NA,Hawaii,15,16 years and over,16+,2023,2023,257
NA,Hawaii,15,16 years and over,16+,2024,2024,284
NA,Hawaii,15,Not stated/Not on certificate,NR,2014,2014,113
NA,Hawaii,15,Not stated/Not on certificate,NR,2015,2015,103
NA,Hawaii,15,Not stated/Not on certificate,NR,2016,2016,103
NA,Hawaii,15,Not stated/Not on certificate,NR,2017,2017,114
NA,Hawaii,15,Not stated/Not on certificate,NR,2018,2018,117
NA,Hawaii,15,Not stated/Not on certificate,NR,2019,2019,153
NA,Hawaii,15,Not stated/Not on certificate,NR,2020,2020,259
NA,Hawaii,15,Not stated/Not on certificate,NR,2021,2021,302
NA,Hawaii,15,Not stated/Not on certificate,NR,2022,2022,221
NA,Hawaii,15,Not stated/Not on certificate,NR,2023,2023,256
NA,Hawaii,15,Not stated/Not on certificate,NR,2024,2024,237
NA,Hawaii,15,Excluded,999,2007,2007,19134
NA,Hawaii,15,Excluded,999,2008,2008,19484
NA,Hawaii,15,Excluded,999,2009,2009,18887
NA,Hawaii,15,Excluded,999,2010,2010,18988
NA,Hawaii,15,Excluded,999,2011,2011,18956
NA,Hawaii,15,Excluded,999,2012,2012,18980
NA,Hawaii,15,Excluded,999,2013,2013,18987
NA,Idaho,16,0 -  8 years,19176,2007,2007,910
NA,Idaho,16,0 -  8 years,19176,2008,2008,925
NA,Idaho,16,0 -  8 years,19176,2009,2009,835
NA,Idaho,16,0 -  8 years,19176,2010,2010,781
NA,Idaho,16,0 -  8 years,19176,2011,2011,692
NA,Idaho,16,0 -  8 years,19176,2012,2012,642
NA,Idaho,16,0 -  8 years,19176,2013,2013,588
NA,Idaho,16,0 -  8 years,19176,2014,2014,583
NA,Idaho,16,0 -  8 years,19176,2015,2015,585
NA,Idaho,16,0 -  8 years,19176,2016,2016,539
NA,Idaho,16,0 -  8 years,19176,2017,2017,463
NA,Idaho,16,0 -  8 years,19176,2018,2018,414
NA,Idaho,16,0 -  8 years,19176,2019,2019,449
NA,Idaho,16,0 -  8 years,19176,2020,2020,393
NA,Idaho,16,0 -  8 years,19176,2021,2021,399
NA,Idaho,16,0 -  8 years,19176,2022,2022,358
NA,Idaho,16,0 -  8 years,19176,2023,2023,394
NA,Idaho,16,0 -  8 years,19176,2024,2024,399
NA,Idaho,16,9 - 11 years,19177,2007,2007,2936
NA,Idaho,16,9 - 11 years,19177,2008,2008,3025
NA,Idaho,16,9 - 11 years,19177,2009,2009,2776
NA,Idaho,16,9 - 11 years,19177,2010,2010,2577
NA,Idaho,16,9 - 11 years,19177,2011,2011,2316
NA,Idaho,16,9 - 11 years,19177,2012,2012,2346
NA,Idaho,16,9 - 11 years,19177,2013,2013,2124
NA,Idaho,16,9 - 11 years,19177,2014,2014,2163
NA,Idaho,16,9 - 11 years,19177,2015,2015,2112
NA,Idaho,16,9 - 11 years,19177,2016,2016,1963
NA,Idaho,16,9 - 11 years,19177,2017,2017,1946
NA,Idaho,16,9 - 11 years,19177,2018,2018,1801
NA,Idaho,16,9 - 11 years,19177,2019,2019,1804
NA,Idaho,16,9 - 11 years,19177,2020,2020,1754
NA,Idaho,16,9 - 11 years,19177,2021,2021,1630
NA,Idaho,16,9 - 11 years,19177,2022,2022,1537
NA,Idaho,16,9 - 11 years,19177,2023,2023,1573
NA,Idaho,16,9 - 11 years,19177,2024,2024,1577
NA,Idaho,16,12 years,19178,2007,2007,6351
NA,Idaho,16,12 years,19178,2008,2008,6270
NA,Idaho,16,12 years,19178,2009,2009,5991
NA,Idaho,16,12 years,19178,2010,2010,5892
NA,Idaho,16,12 years,19178,2011,2011,5582
NA,Idaho,16,12 years,19178,2012,2012,5856
NA,Idaho,16,12 years,19178,2013,2013,5593
NA,Idaho,16,12 years,19178,2014,2014,5874
NA,Idaho,16,12 years,19178,2015,2015,5803
NA,Idaho,16,12 years,19178,2016,2016,5783
NA,Idaho,16,12 years,19178,2017,2017,5581
NA,Idaho,16,12 years,19178,2018,2018,5430
NA,Idaho,16,12 years,19178,2019,2019,5503
NA,Idaho,16,12 years,19178,2020,2020,5395
NA,Idaho,16,12 years,19178,2021,2021,5443
NA,Idaho,16,12 years,19178,2022,2022,5658
NA,Idaho,16,12 years,19178,2023,2023,5710
NA,Idaho,16,12 years,19178,2024,2024,5946
NA,Idaho,16,13 - 15 years,19179,2007,2007,6602
NA,Idaho,16,13 - 15 years,19179,2008,2008,6599
NA,Idaho,16,13 - 15 years,19179,2009,2009,6416
NA,Idaho,16,13 - 15 years,19179,2010,2010,6297
NA,Idaho,16,13 - 15 years,19179,2011,2011,6088
NA,Idaho,16,13 - 15 years,19179,2012,2012,6061
NA,Idaho,16,13 - 15 years,19179,2013,2013,6022
NA,Idaho,16,13 - 15 years,19179,2014,2014,5912
NA,Idaho,16,13 - 15 years,19179,2015,2015,5949
NA,Idaho,16,13 - 15 years,19179,2016,2016,5761
NA,Idaho,16,13 - 15 years,19179,2017,2017,5749
NA,Idaho,16,13 - 15 years,19179,2018,2018,5476
NA,Idaho,16,13 - 15 years,19179,2019,2019,5562
NA,Idaho,16,13 - 15 years,19179,2020,2020,5238
NA,Idaho,16,13 - 15 years,19179,2021,2021,5436
NA,Idaho,16,13 - 15 years,19179,2022,2022,5176
NA,Idaho,16,13 - 15 years,19179,2023,2023,4979
NA,Idaho,16,13 - 15 years,19179,2024,2024,5167
NA,Idaho,16,13 - 15 years,19179,2007,2007,2306
NA,Idaho,16,13 - 15 years,19179,2008,2008,2314
NA,Idaho,16,13 - 15 years,19179,2009,2009,2258
NA,Idaho,16,13 - 15 years,19179,2010,2010,2205
NA,Idaho,16,13 - 15 years,19179,2011,2011,2161
NA,Idaho,16,13 - 15 years,19179,2012,2012,2320
NA,Idaho,16,13 - 15 years,19179,2013,2013,2337
NA,Idaho,16,13 - 15 years,19179,2014,2014,2290
NA,Idaho,16,13 - 15 years,19179,2015,2015,2316
NA,Idaho,16,13 - 15 years,19179,2016,2016,2321
NA,Idaho,16,13 - 15 years,19179,2017,2017,2286
NA,Idaho,16,13 - 15 years,19179,2018,2018,2148
NA,Idaho,16,13 - 15 years,19179,2019,2019,2259
NA,Idaho,16,13 - 15 years,19179,2020,2020,2207
NA,Idaho,16,13 - 15 years,19179,2021,2021,2283
NA,Idaho,16,13 - 15 years,19179,2022,2022,2244
NA,Idaho,16,13 - 15 years,19179,2023,2023,2141
NA,Idaho,16,13 - 15 years,19179,2024,2024,2337
NA,Idaho,16,16 years and over,16+,2007,2007,4002
NA,Idaho,16,16 years and over,16+,2008,2008,4348
NA,Idaho,16,16 years and over,16+,2009,2009,4256
NA,Idaho,16,16 years and over,16+,2010,2010,4248
NA,Idaho,16,16 years and over,16+,2011,2011,4258
NA,Idaho,16,16 years and over,16+,2012,2012,4427
NA,Idaho,16,16 years and over,16+,2013,2013,4453
NA,Idaho,16,16 years and over,16+,2014,2014,4696
NA,Idaho,16,16 years and over,16+,2015,2015,4642
NA,Idaho,16,16 years and over,16+,2016,2016,4677
NA,Idaho,16,16 years and over,16+,2017,2017,4669
NA,Idaho,16,16 years and over,16+,2018,2018,4673
NA,Idaho,16,16 years and over,16+,2019,2019,4891
NA,Idaho,16,16 years and over,16+,2020,2020,4984
NA,Idaho,16,16 years and over,16+,2021,2021,5345
NA,Idaho,16,16 years and over,16+,2022,2022,5454
NA,Idaho,16,16 years and over,16+,2023,2023,5619
NA,Idaho,16,16 years and over,16+,2024,2024,5778
NA,Idaho,16,16 years and over,16+,2007,2007,753
NA,Idaho,16,16 years and over,16+,2008,2008,837
NA,Idaho,16,16 years and over,16+,2009,2009,756
NA,Idaho,16,16 years and over,16+,2010,2010,811
NA,Idaho,16,16 years and over,16+,2011,2011,831
NA,Idaho,16,16 years and over,16+,2012,2012,922
NA,Idaho,16,16 years and over,16+,2013,2013,889
NA,Idaho,16,16 years and over,16+,2014,2014,950
NA,Idaho,16,16 years and over,16+,2015,2015,1005
NA,Idaho,16,16 years and over,16+,2016,2016,1036
NA,Idaho,16,16 years and over,16+,2017,2017,1050
NA,Idaho,16,16 years and over,16+,2018,2018,1059
NA,Idaho,16,16 years and over,16+,2019,2019,1160
NA,Idaho,16,16 years and over,16+,2020,2020,1112
NA,Idaho,16,16 years and over,16+,2021,2021,1306
NA,Idaho,16,16 years and over,16+,2022,2022,1379
NA,Idaho,16,16 years and over,16+,2023,2023,1408
NA,Idaho,16,16 years and over,16+,2024,2024,1437
NA,Idaho,16,16 years and over,16+,2007,2007,218
NA,Idaho,16,16 years and over,16+,2008,2008,234
NA,Idaho,16,16 years and over,16+,2009,2009,234
NA,Idaho,16,16 years and over,16+,2010,2010,244
NA,Idaho,16,16 years and over,16+,2011,2011,234
NA,Idaho,16,16 years and over,16+,2012,2012,252
NA,Idaho,16,16 years and over,16+,2013,2013,245
NA,Idaho,16,16 years and over,16+,2014,2014,300
NA,Idaho,16,16 years and over,16+,2015,2015,309
NA,Idaho,16,16 years and over,16+,2016,2016,293
NA,Idaho,16,16 years and over,16+,2017,2017,318
NA,Idaho,16,16 years and over,16+,2018,2018,300
NA,Idaho,16,16 years and over,16+,2019,2019,308
NA,Idaho,16,16 years and over,16+,2020,2020,315
NA,Idaho,16,16 years and over,16+,2021,2021,381
NA,Idaho,16,16 years and over,16+,2022,2022,363
NA,Idaho,16,16 years and over,16+,2023,2023,400
NA,Idaho,16,16 years and over,16+,2024,2024,416
NA,Idaho,16,Not stated/Not on certificate,NR,2007,2007,941
NA,Idaho,16,Not stated/Not on certificate,NR,2008,2008,597
NA,Idaho,16,Not stated/Not on certificate,NR,2009,2009,215
NA,Idaho,16,Not stated/Not on certificate,NR,2010,2010,143
NA,Idaho,16,Not stated/Not on certificate,NR,2011,2011,143
NA,Idaho,16,Not stated/Not on certificate,NR,2012,2012,137
NA,Idaho,16,Not stated/Not on certificate,NR,2013,2013,132
NA,Idaho,16,Not stated/Not on certificate,NR,2014,2014,108
NA,Idaho,16,Not stated/Not on certificate,NR,2015,2015,106
NA,Idaho,16,Not stated/Not on certificate,NR,2016,2016,109
NA,Idaho,16,Not stated/Not on certificate,NR,2017,2017,119
NA,Idaho,16,Not stated/Not on certificate,NR,2018,2018,102
NA,Idaho,16,Not stated/Not on certificate,NR,2019,2019,127
NA,Idaho,16,Not stated/Not on certificate,NR,2020,2020,135
NA,Idaho,16,Not stated/Not on certificate,NR,2021,2021,204
NA,Idaho,16,Not stated/Not on certificate,NR,2022,2022,222
NA,Idaho,16,Not stated/Not on certificate,NR,2023,2023,173
NA,Idaho,16,Not stated/Not on certificate,NR,2024,2024,219
NA,Illinois,17,0 -  8 years,19176,2010,2010,6765
NA,Illinois,17,0 -  8 years,19176,2011,2011,6211
NA,Illinois,17,0 -  8 years,19176,2012,2012,5465
NA,Illinois,17,0 -  8 years,19176,2013,2013,4977
NA,Illinois,17,0 -  8 years,19176,2014,2014,4582
NA,Illinois,17,0 -  8 years,19176,2015,2015,4387
NA,Illinois,17,0 -  8 years,19176,2016,2016,3994
NA,Illinois,17,0 -  8 years,19176,2017,2017,3496
NA,Illinois,17,0 -  8 years,19176,2018,2018,3162
NA,Illinois,17,0 -  8 years,19176,2019,2019,2870
NA,Illinois,17,0 -  8 years,19176,2020,2020,2623
NA,Illinois,17,0 -  8 years,19176,2021,2021,2443
NA,Illinois,17,0 -  8 years,19176,2022,2022,2630
NA,Illinois,17,0 -  8 years,19176,2023,2023,2767
NA,Illinois,17,0 -  8 years,19176,2024,2024,2919
NA,Illinois,17,9 - 11 years,19177,2010,2010,22324
NA,Illinois,17,9 - 11 years,19177,2011,2011,19898
NA,Illinois,17,9 - 11 years,19177,2012,2012,18538
NA,Illinois,17,9 - 11 years,19177,2013,2013,16654
NA,Illinois,17,9 - 11 years,19177,2014,2014,15908
NA,Illinois,17,9 - 11 years,19177,2015,2015,15089
NA,Illinois,17,9 - 11 years,19177,2016,2016,13870
NA,Illinois,17,9 - 11 years,19177,2017,2017,12844
NA,Illinois,17,9 - 11 years,19177,2018,2018,11739
NA,Illinois,17,9 - 11 years,19177,2019,2019,10453
NA,Illinois,17,9 - 11 years,19177,2020,2020,9814
NA,Illinois,17,9 - 11 years,19177,2021,2021,8829
NA,Illinois,17,9 - 11 years,19177,2022,2022,8282
NA,Illinois,17,9 - 11 years,19177,2023,2023,8130
NA,Illinois,17,9 - 11 years,19177,2024,2024,8094
NA,Illinois,17,12 years,19178,2010,2010,36324
NA,Illinois,17,12 years,19178,2011,2011,34207
NA,Illinois,17,12 years,19178,2012,2012,33527
NA,Illinois,17,12 years,19178,2013,2013,33397
NA,Illinois,17,12 years,19178,2014,2014,34240
NA,Illinois,17,12 years,19178,2015,2015,33743
NA,Illinois,17,12 years,19178,2016,2016,32925
NA,Illinois,17,12 years,19178,2017,2017,32690
NA,Illinois,17,12 years,19178,2018,2018,32953
NA,Illinois,17,12 years,19178,2019,2019,32421
NA,Illinois,17,12 years,19178,2020,2020,30949
NA,Illinois,17,12 years,19178,2021,2021,29948
NA,Illinois,17,12 years,19178,2022,2022,30015
NA,Illinois,17,12 years,19178,2023,2023,29667
NA,Illinois,17,12 years,19178,2024,2024,30173
NA,Illinois,17,13 - 15 years,19179,2010,2010,31606
NA,Illinois,17,13 - 15 years,19179,2011,2011,32173
NA,Illinois,17,13 - 15 years,19179,2012,2012,32586
NA,Illinois,17,13 - 15 years,19179,2013,2013,32267
NA,Illinois,17,13 - 15 years,19179,2014,2014,31947
NA,Illinois,17,13 - 15 years,19179,2015,2015,32375
NA,Illinois,17,13 - 15 years,19179,2016,2016,30457
NA,Illinois,17,13 - 15 years,19179,2017,2017,29296
NA,Illinois,17,13 - 15 years,19179,2018,2018,27669
NA,Illinois,17,13 - 15 years,19179,2019,2019,26752
NA,Illinois,17,13 - 15 years,19179,2020,2020,24966
NA,Illinois,17,13 - 15 years,19179,2021,2021,23823
NA,Illinois,17,13 - 15 years,19179,2022,2022,22458
NA,Illinois,17,13 - 15 years,19179,2023,2023,20782
NA,Illinois,17,13 - 15 years,19179,2024,2024,20267
NA,Illinois,17,13 - 15 years,19179,2010,2010,11952
NA,Illinois,17,13 - 15 years,19179,2011,2011,11963
NA,Illinois,17,13 - 15 years,19179,2012,2012,11992
NA,Illinois,17,13 - 15 years,19179,2013,2013,11936
NA,Illinois,17,13 - 15 years,19179,2014,2014,12343
NA,Illinois,17,13 - 15 years,19179,2015,2015,12519
NA,Illinois,17,13 - 15 years,19179,2016,2016,12242
NA,Illinois,17,13 - 15 years,19179,2017,2017,11711
NA,Illinois,17,13 - 15 years,19179,2018,2018,11547
NA,Illinois,17,13 - 15 years,19179,2019,2019,11207
NA,Illinois,17,13 - 15 years,19179,2020,2020,10601
NA,Illinois,17,13 - 15 years,19179,2021,2021,10754
NA,Illinois,17,13 - 15 years,19179,2022,2022,10546
NA,Illinois,17,13 - 15 years,19179,2023,2023,10068
NA,Illinois,17,13 - 15 years,19179,2024,2024,9785
NA,Illinois,17,16 years and over,16+,2010,2010,33032
NA,Illinois,17,16 years and over,16+,2011,2011,33333
NA,Illinois,17,16 years and over,16+,2012,2012,33151
NA,Illinois,17,16 years and over,16+,2013,2013,33276
NA,Illinois,17,16 years and over,16+,2014,2014,34144
NA,Illinois,17,16 years and over,16+,2015,2015,34369
NA,Illinois,17,16 years and over,16+,2016,2016,34404
NA,Illinois,17,16 years and over,16+,2017,2017,33544
NA,Illinois,17,16 years and over,16+,2018,2018,33058
NA,Illinois,17,16 years and over,16+,2019,2019,32326
NA,Illinois,17,16 years and over,16+,2020,2020,31283
NA,Illinois,17,16 years and over,16+,2021,2021,32759
NA,Illinois,17,16 years and over,16+,2022,2022,32119
NA,Illinois,17,16 years and over,16+,2023,2023,31229
NA,Illinois,17,16 years and over,16+,2024,2024,31943
NA,Illinois,17,16 years and over,16+,2010,2010,17038
NA,Illinois,17,16 years and over,16+,2011,2011,17539
NA,Illinois,17,16 years and over,16+,2012,2012,17575
NA,Illinois,17,16 years and over,16+,2013,2013,18128
NA,Illinois,17,16 years and over,16+,2014,2014,18758
NA,Illinois,17,16 years and over,16+,2015,2015,18502
NA,Illinois,17,16 years and over,16+,2016,2016,18838
NA,Illinois,17,16 years and over,16+,2017,2017,18020
NA,Illinois,17,16 years and over,16+,2018,2018,17859
NA,Illinois,17,16 years and over,16+,2019,2019,17746
NA,Illinois,17,16 years and over,16+,2020,2020,16916
NA,Illinois,17,16 years and over,16+,2021,2021,17353
NA,Illinois,17,16 years and over,16+,2022,2022,16353
NA,Illinois,17,16 years and over,16+,2023,2023,15798
NA,Illinois,17,16 years and over,16+,2024,2024,16195
NA,Illinois,17,16 years and over,16+,2010,2010,4066
NA,Illinois,17,16 years and over,16+,2011,2011,4179
NA,Illinois,17,16 years and over,16+,2012,2012,4355
NA,Illinois,17,16 years and over,16+,2013,2013,4440
NA,Illinois,17,16 years and over,16+,2014,2014,4674
NA,Illinois,17,16 years and over,16+,2015,2015,4589
NA,Illinois,17,16 years and over,16+,2016,2016,4645
NA,Illinois,17,16 years and over,16+,2017,2017,4539
NA,Illinois,17,16 years and over,16+,2018,2018,4588
NA,Illinois,17,16 years and over,16+,2019,2019,4567
NA,Illinois,17,16 years and over,16+,2020,2020,4380
NA,Illinois,17,16 years and over,16+,2021,2021,4824
NA,Illinois,17,16 years and over,16+,2022,2022,4397
NA,Illinois,17,16 years and over,16+,2023,2023,4546
NA,Illinois,17,16 years and over,16+,2024,2024,4519
NA,Illinois,17,Not stated/Not on certificate,NR,2010,2010,2093
NA,Illinois,17,Not stated/Not on certificate,NR,2011,2011,1809
NA,Illinois,17,Not stated/Not on certificate,NR,2012,2012,1971
NA,Illinois,17,Not stated/Not on certificate,NR,2013,2013,1856
NA,Illinois,17,Not stated/Not on certificate,NR,2014,2014,1960
NA,Illinois,17,Not stated/Not on certificate,NR,2015,2015,2543
NA,Illinois,17,Not stated/Not on certificate,NR,2016,2016,3070
NA,Illinois,17,Not stated/Not on certificate,NR,2017,2017,3250
NA,Illinois,17,Not stated/Not on certificate,NR,2018,2018,2240
NA,Illinois,17,Not stated/Not on certificate,NR,2019,2019,1786
NA,Illinois,17,Not stated/Not on certificate,NR,2020,2020,1766
NA,Illinois,17,Not stated/Not on certificate,NR,2021,2021,1456
NA,Illinois,17,Not stated/Not on certificate,NR,2022,2022,1550
NA,Illinois,17,Not stated/Not on certificate,NR,2023,2023,1833
NA,Illinois,17,Not stated/Not on certificate,NR,2024,2024,1836
NA,Illinois,17,Excluded,999,2007,2007,180836
NA,Illinois,17,Excluded,999,2008,2008,176795
NA,Illinois,17,Excluded,999,2009,2009,171163
NA,Indiana,18,0 -  8 years,19176,2007,2007,4993
NA,Indiana,18,0 -  8 years,19176,2008,2008,4723
NA,Indiana,18,0 -  8 years,19176,2009,2009,4646
NA,Indiana,18,0 -  8 years,19176,2010,2010,4397
NA,Indiana,18,0 -  8 years,19176,2011,2011,4152
NA,Indiana,18,0 -  8 years,19176,2012,2012,4019
NA,Indiana,18,0 -  8 years,19176,2013,2013,3934
NA,Indiana,18,0 -  8 years,19176,2014,2014,3860
NA,Indiana,18,0 -  8 years,19176,2015,2015,3975
NA,Indiana,18,0 -  8 years,19176,2016,2016,3808
NA,Indiana,18,0 -  8 years,19176,2017,2017,3827
NA,Indiana,18,0 -  8 years,19176,2018,2018,3769
NA,Indiana,18,0 -  8 years,19176,2019,2019,3854
NA,Indiana,18,0 -  8 years,19176,2020,2020,3987
NA,Indiana,18,0 -  8 years,19176,2021,2021,3897
NA,Indiana,18,0 -  8 years,19176,2022,2022,4359
NA,Indiana,18,0 -  8 years,19176,2023,2023,4593
NA,Indiana,18,0 -  8 years,19176,2024,2024,4808
NA,Indiana,18,9 - 11 years,19177,2007,2007,15096
NA,Indiana,18,9 - 11 years,19177,2008,2008,14530
NA,Indiana,18,9 - 11 years,19177,2009,2009,13682
NA,Indiana,18,9 - 11 years,19177,2010,2010,12742
NA,Indiana,18,9 - 11 years,19177,2011,2011,11753
NA,Indiana,18,9 - 11 years,19177,2012,2012,11231
NA,Indiana,18,9 - 11 years,19177,2013,2013,10551
NA,Indiana,18,9 - 11 years,19177,2014,2014,9812
NA,Indiana,18,9 - 11 years,19177,2015,2015,9575
NA,Indiana,18,9 - 11 years,19177,2016,2016,9134
NA,Indiana,18,9 - 11 years,19177,2017,2017,8779
NA,Indiana,18,9 - 11 years,19177,2018,2018,8453
NA,Indiana,18,9 - 11 years,19177,2019,2019,8309
NA,Indiana,18,9 - 11 years,19177,2020,2020,7629
NA,Indiana,18,9 - 11 years,19177,2021,2021,7363
NA,Indiana,18,9 - 11 years,19177,2022,2022,7323
NA,Indiana,18,9 - 11 years,19177,2023,2023,7165
NA,Indiana,18,9 - 11 years,19177,2024,2024,7197
NA,Indiana,18,12 years,19178,2007,2007,25562
NA,Indiana,18,12 years,19178,2008,2008,25184
NA,Indiana,18,12 years,19178,2009,2009,23973
NA,Indiana,18,12 years,19178,2010,2010,22182
NA,Indiana,18,12 years,19178,2011,2011,22270
NA,Indiana,18,12 years,19178,2012,2012,21894
NA,Indiana,18,12 years,19178,2013,2013,22049
NA,Indiana,18,12 years,19178,2014,2014,22998
NA,Indiana,18,12 years,19178,2015,2015,23141
NA,Indiana,18,12 years,19178,2016,2016,22764
NA,Indiana,18,12 years,19178,2017,2017,23165
NA,Indiana,18,12 years,19178,2018,2018,23558
NA,Indiana,18,12 years,19178,2019,2019,23993
NA,Indiana,18,12 years,19178,2020,2020,23434
NA,Indiana,18,12 years,19178,2021,2021,23268
NA,Indiana,18,12 years,19178,2022,2022,23295
NA,Indiana,18,12 years,19178,2023,2023,23782
NA,Indiana,18,12 years,19178,2024,2024,24390
NA,Indiana,18,13 - 15 years,19179,2007,2007,16077
NA,Indiana,18,13 - 15 years,19179,2008,2008,16175
NA,Indiana,18,13 - 15 years,19179,2009,2009,16579
NA,Indiana,18,13 - 15 years,19179,2010,2010,16960
NA,Indiana,18,13 - 15 years,19179,2011,2011,17087
NA,Indiana,18,13 - 15 years,19179,2012,2012,17479
NA,Indiana,18,13 - 15 years,19179,2013,2013,17820
NA,Indiana,18,13 - 15 years,19179,2014,2014,17784
NA,Indiana,18,13 - 15 years,19179,2015,2015,17549
NA,Indiana,18,13 - 15 years,19179,2016,2016,17037
NA,Indiana,18,13 - 15 years,19179,2017,2017,16650
NA,Indiana,18,13 - 15 years,19179,2018,2018,16215
NA,Indiana,18,13 - 15 years,19179,2019,2019,15388
NA,Indiana,18,13 - 15 years,19179,2020,2020,14462
NA,Indiana,18,13 - 15 years,19179,2021,2021,14538
